order_id,customer_id,date_commande,statut,canal,frais_livraison_fcfa,montant_total_fcfa
O0031332,C003910,2025-06-23 13:47:21,livrée,mobile_app,3000,283500
O0031333,C000094,2024-08-21 06:02:10,livrée,web,2000,245400
O0031334,C004600,2025-01-29 10:48:03,livrée,web,2000,404500
O0031335,C003242,2024-11-17 16:39:03,livrée,mobile_app,1000,4500
O0031336,C002019,2024-09-21 13:07:03,livrée,mobile_app,1000,242000
O0031337,C000827,2025-08-23 11:42:48,annulée,mobile_app,1000,99000
O0031338,C000054,2025-05-14 19:37:22,livrée,mobile_app,1500,36000
O0031339,C000069,2025-08-24 17:52:14,livrée,mobile_app,3000,72500
O0031340,C000061,2025-08-01 18:41:36,livrée,web,1500,658500
O0031341,C002837,2025-11-30 07:02:12,livrée,mobile_app,2000,46000
O0031342,C004465,2025-06-28 19:56:40,livrée,mobile_app,1500,56000
O0031343,C000043,2025-06-12 14:43:16,livrée,mobile_app,3000,137400
O0031344,C003707,2025-10-05 08:50:29,livrée,web,1500,148500
O0031345,C001589,2025-12-21 08:04:59,livrée,web,2000,691000
O0031346,C000006,2025-10-08 10:16:57,livrée,web,3000,153000
O0031347,C001040,2026-04-01 14:16:47,livrée,web,1000,793500
O0031348,C000039,2025-05-22 11:27:19,annulée,web,3000,38500
O0031349,C000761,2025-06-23 12:01:47,livrée,mobile_app,1500,21600
O0031350,C000017,2026-03-30 19:43:46,livrée,mobile_app,3000,96100
O0031351,C000004,2024-09-28 07:13:49,livrée,web,2000,133000
O0031352,C001279,2026-05-19 14:43:47,livrée,web,2000,118000
O0031353,C003268,2025-10-19 13:56:51,livrée,web,0,151000
O0031354,C004431,2025-06-18 17:39:05,livrée,mobile_app,2000,554000
O0031355,C000255,2025-12-18 07:18:21,en_cours,web,3000,196300
O0031356,C000001,2024-08-20 21:41:41,livrée,mobile_app,3000,367000
O0031357,C003225,2025-10-06 09:24:34,annulée,web,3000,613700
O0031358,C000620,2026-03-28 14:09:33,en_cours,web,1500,277500
O0031359,C002166,2025-09-23 15:48:42,annulée,web,2000,62500
O0031360,C004620,2025-05-25 12:30:28,livrée,mobile_app,1000,119000
O0031361,C000145,2025-03-24 13:28:37,annulée,mobile_app,1500,605400
O0031362,C001582,2024-10-19 21:29:56,en_cours,mobile_app,1500,242000
O0031363,C003491,2025-08-21 20:06:34,en_cours,mobile_app,2000,589000
O0031364,C002339,2026-03-11 15:28:57,livrée,mobile_app,2000,441500
O0031365,C001927,2024-08-04 07:40:02,livrée,web,1000,76500
O0031366,C000001,2025-04-23 19:07:13,livrée,mobile_app,2000,386000
O0031367,C000001,2026-02-20 07:59:21,livrée,mobile_app,0,34500
O0031368,C000216,2025-02-19 18:25:23,en_cours,web,3000,62000
O0031369,C000962,2024-12-17 15:36:53,en_cours,mobile_app,1000,120500
O0031370,C000008,2026-04-02 14:51:35,livrée,web,1500,75000
O0031371,C001876,2024-10-03 15:09:44,livrée,web,1000,3000
O0031372,C000493,2024-12-05 17:34:08,livrée,web,2000,531000
O0031373,C002524,2026-06-01 09:22:00,livrée,mobile_app,1500,274500
O0031374,C001245,2024-10-09 15:12:36,livrée,mobile_app,0,59100
O0031375,C000001,2026-01-06 06:44:20,livrée,mobile_app,1000,1095400
O0031376,C000282,2026-03-13 15:26:58,livrée,mobile_app,0,124600
O0031377,C003252,2024-07-01 16:21:42,livrée,mobile_app,1500,71000
O0031378,C001578,2025-06-04 08:54:16,livrée,mobile_app,1500,154000
O0031379,C001951,2025-10-02 18:58:55,annulée,mobile_app,1000,132500
O0031380,C000496,2025-12-22 18:57:53,livrée,web,1500,153000
O0031381,C000003,2025-06-27 17:47:26,en_cours,mobile_app,1500,133300
O0031382,C001716,2025-09-08 06:17:03,livrée,mobile_app,1500,573600
O0031383,C001595,2025-06-30 22:48:45,livrée,mobile_app,1000,2000
O0031384,C000121,2024-09-20 14:49:31,livrée,web,1500,112500
O0031385,C000393,2024-12-14 21:08:35,livrée,mobile_app,1500,628000
O0031386,C000184,2026-04-06 17:52:25,en_cours,mobile_app,1000,76000
O0031387,C000055,2025-11-06 19:00:38,livrée,mobile_app,0,394000
O0031388,C000237,2025-02-16 20:25:16,livrée,mobile_app,2000,11500
O0031389,C000487,2025-05-31 12:45:01,livrée,web,1000,277000
O0031390,C000001,2026-03-16 08:07:27,livrée,web,3000,426000
O0031391,C001188,2025-02-17 20:29:46,livrée,web,1000,804900
O0031392,C002469,2024-10-26 11:47:55,livrée,web,1000,106600
O0031393,C001765,2025-12-26 12:32:24,en_cours,mobile_app,2000,141000
O0031394,C000576,2026-02-08 17:00:23,livrée,web,2000,178500
O0031395,C000265,2025-03-20 17:07:37,livrée,mobile_app,1500,153600
O0031396,C003182,2025-07-04 19:11:28,livrée,mobile_app,2000,1132500
O0031397,C000129,2025-10-31 21:23:39,livrée,mobile_app,2000,41000
O0031398,C001773,2025-01-15 16:07:24,livrée,mobile_app,3000,448000
O0031399,C001832,2025-08-21 18:07:02,annulée,web,2000,7000
O0031400,C001885,2025-12-30 16:15:59,livrée,mobile_app,1000,8700
O0031401,C000180,2025-10-03 13:14:13,livrée,mobile_app,1500,65500
O0031402,C000309,2025-12-25 16:56:20,livrée,mobile_app,2000,287500
O0031403,C001415,2025-05-27 08:37:35,livrée,mobile_app,3000,22000
O0031404,C001366,2024-12-19 12:31:56,livrée,mobile_app,3000,95000
O0031405,C000001,2025-08-06 12:07:18,livrée,mobile_app,3000,69000
O0031406,C000043,2024-12-22 14:25:15,retournée,mobile_app,1000,164000
O0031407,C001091,2025-12-23 11:24:11,retournée,mobile_app,1000,1754100
O0031408,C000067,2024-09-02 13:31:44,livrée,mobile_app,1500,348000
O0031409,C002467,2026-05-21 15:49:48,livrée,mobile_app,0,721500
O0031410,C004985,2025-09-12 21:40:53,livrée,mobile_app,2000,254500
O0031411,C004959,2024-10-30 18:45:57,livrée,mobile_app,1500,455100
O0031412,C000177,2026-01-21 15:48:49,livrée,web,1500,111500
O0031413,C000002,2024-07-12 18:17:05,annulée,mobile_app,1500,175000
O0031414,C000101,2026-06-21 21:55:05,livrée,mobile_app,1500,367500
O0031415,C000001,2026-03-02 12:09:26,en_cours,mobile_app,2000,886200
O0031416,C001262,2025-02-03 18:38:46,livrée,web,1000,53000
O0031417,C000044,2025-09-02 17:53:52,annulée,mobile_app,2000,167500
O0031418,C000004,2025-12-28 11:37:57,annulée,mobile_app,3000,131500
O0031419,C001410,2025-05-15 21:47:16,livrée,web,1000,20800
O0031420,C000047,2024-12-09 11:57:51,livrée,web,1000,499000
O0031421,C004521,2025-02-23 16:29:37,livrée,web,2000,326000
O0031422,C004370,2025-12-30 20:45:42,livrée,web,1000,474000
O0031423,C000765,2026-03-10 22:21:38,livrée,mobile_app,3000,13500
O0031424,C000195,2024-09-11 12:45:20,livrée,mobile_app,1500,592500
O0031425,C000758,2024-08-21 09:41:24,livrée,web,1000,72500
O0031426,C003477,2025-10-10 18:25:40,livrée,web,1000,16000
O0031427,C001249,2025-08-02 20:55:44,livrée,web,3000,88500
O0031428,C001414,2026-06-08 10:02:43,livrée,mobile_app,2000,1178900
O0031429,C000992,2025-06-23 21:21:44,annulée,web,1500,16500
O0031430,C000033,2024-08-12 07:13:23,livrée,web,2000,29000
O0031431,C001098,2025-04-14 22:43:47,livrée,mobile_app,3000,7500
O0031432,C000856,2024-09-19 09:17:12,livrée,mobile_app,3000,136500
O0031433,C001195,2025-09-08 20:41:03,livrée,mobile_app,1000,181900
O0031434,C000309,2025-06-22 07:50:55,annulée,web,1000,648000
O0031435,C000028,2024-10-04 11:01:22,livrée,mobile_app,2000,1367000
O0031436,C000006,2026-03-07 21:17:35,livrée,web,1000,5000
O0031437,C000003,2024-09-17 16:17:17,livrée,mobile_app,1000,3000
O0031438,C003310,2025-10-10 07:19:53,livrée,mobile_app,2000,119500
O0031439,C001660,2025-05-26 18:55:48,livrée,mobile_app,2000,29000
O0031440,C000381,2026-02-11 18:20:08,annulée,web,0,841500
O0031441,C000023,2025-10-20 19:46:10,livrée,mobile_app,1000,478500
O0031442,C002033,2025-05-30 17:57:52,livrée,mobile_app,3000,11000
O0031443,C002138,2026-03-06 09:27:00,en_cours,mobile_app,1500,55500
O0031444,C003149,2025-08-02 12:06:18,livrée,mobile_app,1500,149500
O0031445,C004322,2024-11-24 22:07:11,annulée,mobile_app,1000,325000
O0031446,C003481,2026-06-24 22:33:04,livrée,mobile_app,3000,363800
O0031447,C000318,2025-05-26 13:38:13,livrée,mobile_app,2000,195000
O0031448,C003939,2024-12-04 13:59:34,annulée,web,2000,1140600
O0031449,C000339,2025-07-24 22:36:07,livrée,web,2000,13300
O0031450,C000350,2025-12-11 06:30:54,livrée,mobile_app,1500,3400
O0031451,C000106,2026-04-13 09:15:36,livrée,mobile_app,0,108000
O0031452,C000104,2024-08-29 20:32:47,livrée,web,0,69500
O0031453,C000010,2026-02-22 18:37:24,livrée,mobile_app,1000,55000
O0031454,C001823,2024-10-22 16:18:46,livrée,mobile_app,1500,277500
O0031455,C003656,2025-12-25 15:36:41,livrée,mobile_app,3000,905600
O0031456,C001487,2026-04-16 20:41:19,annulée,web,2000,44400
O0031457,C000186,2025-01-04 11:05:41,livrée,mobile_app,2000,131100
O0031458,C003621,2026-01-09 19:59:22,livrée,web,1500,624000
O0031459,C000005,2025-01-28 10:22:16,livrée,mobile_app,3000,43000
O0031460,C004793,2025-01-03 17:27:14,livrée,mobile_app,2000,231000
O0031461,C002877,2024-09-28 06:01:01,livrée,mobile_app,2000,218000
O0031462,C000150,2024-09-15 13:50:19,livrée,mobile_app,1000,222000
O0031463,C000500,2025-09-14 15:23:47,livrée,mobile_app,0,522500
O0031464,C000694,2025-12-29 15:39:58,livrée,mobile_app,1000,1025500
O0031465,C000333,2025-06-18 09:10:00,livrée,mobile_app,3000,5000
O0031466,C000001,2026-02-23 10:08:31,en_cours,mobile_app,1500,89400
O0031467,C000598,2025-10-06 19:58:09,livrée,web,3000,6000
O0031468,C000486,2026-01-12 09:27:50,livrée,mobile_app,3000,18000
O0031469,C002682,2025-10-17 08:30:55,livrée,mobile_app,0,3000
O0031470,C003401,2026-06-09 18:00:49,en_cours,mobile_app,2000,28500
O0031471,C004286,2025-11-28 11:58:32,livrée,mobile_app,3000,116500
O0031472,C001270,2024-09-11 17:31:06,livrée,mobile_app,3000,181000
O0031473,C000761,2026-05-09 13:23:49,livrée,mobile_app,1000,91000
O0031474,C001848,2024-09-25 16:57:32,livrée,web,1500,86300
O0031475,C001131,2025-04-27 18:28:14,livrée,web,3000,569500
O0031476,C004494,2025-03-18 13:36:14,livrée,mobile_app,2000,269800
O0031477,C000415,2025-05-05 07:56:18,livrée,mobile_app,3000,57500
O0031478,C003056,2026-06-20 18:58:01,livrée,mobile_app,0,698000
O0031479,C002771,2025-12-14 10:06:00,livrée,mobile_app,1000,72500
O0031480,C000775,2024-12-05 16:39:32,livrée,mobile_app,0,30000
O0031481,C001041,2024-08-31 19:19:45,livrée,mobile_app,1000,326900
O0031482,C000079,2026-05-09 15:05:01,livrée,mobile_app,1000,387500
O0031483,C000649,2026-03-30 21:00:58,en_cours,mobile_app,2000,445700
O0031484,C000008,2025-05-16 13:00:59,livrée,mobile_app,0,244100
O0031485,C001977,2025-03-28 06:41:44,annulée,mobile_app,3000,20500
O0031486,C004011,2025-06-16 16:44:49,retournée,web,1500,116900
O0031487,C000629,2025-09-10 12:48:02,livrée,web,1000,15500
O0031488,C000744,2024-11-07 22:11:59,livrée,mobile_app,1000,207500
O0031489,C003944,2024-12-05 22:22:09,en_cours,web,2000,270000
O0031490,C000251,2024-10-17 16:27:08,livrée,web,3000,22000
O0031491,C003461,2024-08-04 14:29:56,livrée,mobile_app,1000,169500
O0031492,C000220,2025-04-23 16:38:51,en_cours,web,2000,110000
O0031493,C004294,2025-03-02 18:49:23,livrée,web,2000,481000
O0031494,C000035,2025-03-16 19:20:00,retournée,web,3000,10400
O0031495,C000002,2025-07-08 09:42:59,retournée,web,1500,193500
O0031496,C002879,2026-02-18 10:29:25,livrée,mobile_app,3000,147900
O0031497,C001944,2025-07-26 22:04:14,annulée,web,3000,3400
O0031498,C002407,2026-03-16 21:08:39,livrée,mobile_app,2000,220800
O0031499,C000018,2025-11-22 22:57:09,livrée,mobile_app,3000,102000
O0031500,C003864,2025-10-06 21:24:14,annulée,mobile_app,1000,389500
O0031501,C000010,2026-06-30 06:45:44,livrée,web,1000,238000
O0031502,C000039,2025-11-27 19:19:20,livrée,mobile_app,3000,5000
O0031503,C002630,2024-10-14 14:53:56,livrée,web,2000,579500
O0031504,C003328,2024-12-15 12:35:21,retournée,mobile_app,1500,1019000
O0031505,C002032,2024-11-24 21:34:57,livrée,mobile_app,0,773500
O0031506,C000311,2025-08-30 15:54:28,livrée,web,1000,109000
O0031507,C004980,2024-10-03 10:16:21,en_cours,web,1500,591000
O0031508,C003845,2026-04-18 09:47:14,livrée,mobile_app,2000,7000
O0031509,C003331,2025-05-23 12:56:15,livrée,web,2000,141000
O0031510,C000282,2024-10-07 06:48:29,livrée,web,2000,54000
O0031511,C003107,2024-08-22 10:42:54,livrée,mobile_app,0,9500
O0031512,C003812,2025-08-20 12:17:45,annulée,mobile_app,1500,669000
O0031513,C000711,2025-05-11 21:29:31,livrée,mobile_app,1000,58000
O0031514,C001569,2026-01-04 20:43:43,livrée,mobile_app,1500,97500
O0031515,C000014,2024-11-26 21:30:29,en_cours,mobile_app,1500,99700
O0031516,C001690,2025-01-25 08:16:59,livrée,web,1500,895500
O0031517,C002506,2025-06-04 11:16:37,livrée,mobile_app,2000,41000
O0031518,C003880,2026-03-13 15:17:52,livrée,mobile_app,2000,53000
O0031519,C000013,2025-06-25 15:46:04,livrée,mobile_app,2000,179500
O0031520,C002720,2024-12-09 21:36:36,livrée,mobile_app,1000,536000
O0031521,C001690,2024-08-19 06:33:10,livrée,mobile_app,1500,16500
O0031522,C003182,2025-10-22 11:57:31,livrée,web,1000,79500
O0031523,C000010,2025-01-16 17:35:55,livrée,web,1000,308000
O0031524,C000032,2025-10-11 14:54:05,livrée,mobile_app,1500,60000
O0031525,C000645,2026-02-19 20:20:30,livrée,mobile_app,1500,245200
O0031526,C000525,2026-02-15 19:58:57,livrée,web,1500,324000
O0031527,C001554,2026-03-30 08:07:45,livrée,web,1000,4500
O0031528,C003268,2025-12-17 15:33:54,livrée,web,3000,161500
O0031529,C000506,2026-06-21 18:51:16,livrée,mobile_app,0,3000
O0031530,C001028,2025-11-02 15:00:14,livrée,web,2000,162700
O0031531,C000001,2026-02-09 16:36:00,annulée,web,1000,137000
O0031532,C003135,2026-03-20 06:16:04,en_cours,mobile_app,2000,14000
O0031533,C003208,2025-01-16 08:32:52,annulée,mobile_app,2000,481000
O0031534,C003843,2025-05-09 09:56:17,livrée,mobile_app,1000,20000
O0031535,C002570,2026-01-16 11:44:12,retournée,mobile_app,1000,55600
O0031536,C004973,2026-03-13 07:21:32,livrée,mobile_app,3000,139500
O0031537,C000011,2025-06-09 11:49:03,livrée,mobile_app,1000,40000
O0031538,C000402,2025-08-14 08:08:28,livrée,mobile_app,2000,332500
O0031539,C001355,2026-03-11 12:01:55,livrée,mobile_app,2000,431000
O0031540,C003059,2026-03-15 18:12:50,livrée,mobile_app,1000,28500
O0031541,C003576,2026-03-04 12:22:09,livrée,mobile_app,1500,74500
O0031542,C000294,2025-03-20 18:25:58,livrée,mobile_app,1500,531000
O0031543,C001801,2025-10-24 11:47:06,livrée,mobile_app,1000,39500
O0031544,C002855,2026-05-24 12:50:52,livrée,web,1000,1652500 FCFA
O0031545,C000260,2025-03-04 09:06:42,livrée,web,1000,214500
O0031546,C000432,2025-10-11 12:35:54,livrée,mobile_app,3000,555000
O0031547,C002296,2026-06-25 18:21:56,livrée,mobile_app,1500,220500
O0031548,C000078,2025-02-02 17:09:35,livrée,mobile_app,2000,106500
O0031549,C000213,2026-04-24 17:34:17,livrée,mobile_app,1500,11000
O0031550,C000769,2025-04-11 22:24:45,livrée,mobile_app,1500,8900
O0031551,C000005,2024-09-23 14:28:57,livrée,mobile_app,2000,7500
O0031552,C000006,2025-06-12 17:23:42,annulée,mobile_app,1000,263500
O0031553,C001217,2024-11-28 06:59:19,livrée,web,3000,60000 FCFA
O0031554,C000271,2026-06-29 20:40:08,livrée,mobile_app,2000,91000
O0031555,C004783,2024-08-05 13:31:21,livrée,web,1000,146200
O0031556,C003641,2026-02-05 06:13:36,livrée,mobile_app,1000,533500
O0031557,C000197,2026-03-18 08:01:52,livrée,web,3000,133000
O0031558,C002143,2025-03-09 08:47:55,livrée,mobile_app,2000,343500
O0031559,C004274,2026-05-01 21:29:55,livrée,mobile_app,1500,7500
O0031560,C000001,2025-10-08 13:08:05,livrée,mobile_app,1500,173000
O0031561,C000002,2026-05-04 16:32:21,livrée,mobile_app,0,8500
O0031562,C000031,2024-09-20 22:05:22,livrée,mobile_app,2000,494500
O0031563,C000020,2025-04-25 09:56:19,livrée,mobile_app,2000,1542500
O0031564,C001144,2024-12-11 12:28:22,annulée,mobile_app,1500,19500
O0031565,C004304,2025-07-12 09:55:51,livrée,web,0,19500
O0031566,C000377,2025-07-23 11:35:17,livrée,web,1500,801000
O0031567,C000592,2025-03-15 13:04:38,retournée,mobile_app,0,1419000
O0031568,C000122,2025-12-29 12:55:26,livrée,mobile_app,3000,24000
O0031569,C000703,2026-04-29 11:58:01,livrée,mobile_app,1500,71000
O0031570,C000386,2025-11-14 11:56:33,livrée,web,1500,27500
O0031571,C000730,2026-03-23 17:14:08,livrée,mobile_app,1000,889000
O0031572,C000102,2025-11-28 06:22:09,livrée,web,3000,523000
O0031573,C002759,2026-03-29 07:10:59,retournée,web,2000,110000
O0031574,C002014,2025-10-06 16:35:09,livrée,web,2000,118000
O0031575,C004448,2024-12-10 20:03:48,livrée,web,1000,472500
O0031576,C004148,2025-01-08 15:29:01,annulée,web,3000,24500
O0031577,C000001,2025-04-27 13:49:13,livrée,mobile_app,1000,100500
O0031578,C000005,2024-12-02 10:56:14,livrée,web,0,47500
O0031579,C003514,2024-12-07 10:55:27,livrée,mobile_app,1000,238000
O0031580,C000006,2026-06-10 06:04:22,livrée,mobile_app,3000,10100
O0031581,C003786,2025-03-25 12:38:21,livrée,mobile_app,1000,79500
O0031582,C003887,2026-06-24 21:36:30,en_cours,mobile_app,1000,545000
O0031583,C001540,2026-05-07 19:20:46,livrée,web,1500,354500
O0031584,C000013,2025-11-06 13:49:43,retournée,mobile_app,1000,16500
O0031585,C000115,2025-06-08 11:49:52,livrée,mobile_app,1500,130500
O0031586,C004659,2025-07-08 17:46:16,livrée,web,1000,48000
O0031587,C004220,2024-10-02 09:19:02,livrée,mobile_app,1500,1598000
O0031588,C000035,2024-10-13 19:16:18,livrée,mobile_app,1000,73000
O0031589,C000491,2025-06-20 13:52:15,livrée,mobile_app,1500,750500
O0031590,C001421,2026-05-01 16:09:50,livrée,mobile_app,2000,14000
O0031591,C001141,2026-05-27 21:24:47,livrée,mobile_app,1500,368000
O0031592,C000004,2024-11-15 06:46:24,retournée,web,1500,318800
O0031593,C000493,2025-11-07 07:02:20,annulée,mobile_app,2000,207500
O0031594,C000478,2026-03-20 21:54:23,livrée,web,3000,219000
O0031595,C002897,2025-12-01 20:46:10,livrée,mobile_app,2000,45400
O0031596,C000040,2025-02-27 13:31:06,livrée,mobile_app,1500,66000
O0031597,C000001,2026-06-03 10:35:01,annulée,mobile_app,1500,944500
O0031598,C000189,2026-06-21 22:17:29,livrée,mobile_app,3000,2024400
O0031599,C004778,2025-07-07 21:17:26,livrée,web,0,414000
O0031600,C000053,2024-11-26 21:51:43,livrée,mobile_app,1500,564900
O0031601,C000602,2025-02-03 06:14:27,livrée,web,1000,33000
O0031602,C000176,2026-04-29 08:39:05,annulée,mobile_app,1500,253000
O0031603,C000001,2026-02-16 11:15:57,livrée,mobile_app,1500,119000
O0031604,C002496,2025-05-20 14:04:31,livrée,web,2000,26000
O0031605,C000562,2025-08-01 22:10:26,livrée,mobile_app,3000,70000
O0031606,C000241,2026-03-30 11:41:47,livrée,web,1000,2000
O0031607,C003053,2025-05-21 09:27:24,livrée,mobile_app,1000,32000
O0031608,C003318,2026-03-12 13:55:47,livrée,mobile_app,1500,310700
O0031609,C000054,2025-12-27 11:31:57,retournée,mobile_app,1000,30000
O0031610,C001802,2026-01-23 19:19:08,livrée,mobile_app,1500,246500
O0031611,C000455,2024-08-07 10:59:58,livrée,web,1000,129000
O0031612,C000321,2025-09-28 14:17:47,livrée,mobile_app,1500,54500
O0031613,C000257,2026-05-30 08:55:57,annulée,mobile_app,0,113500
O0031614,C003934,2026-05-27 18:10:41,annulée,mobile_app,1500,60000
O0031615,C002363,2026-05-13 09:50:05,livrée,web,2000,17000
O0031616,C000600,2025-10-13 06:09:08,livrée,web,1000,216000
O0031617,C001844,2026-05-07 17:00:03,livrée,web,3000,59200
O0031618,C000061,2025-08-23 13:09:40,livrée,mobile_app,1000,2000
O0031619,C004446,2024-09-03 09:33:26,livrée,mobile_app,3000,9000
O0031620,C001787,2026-01-22 22:56:51,livrée,mobile_app,1000,4000
O0031621,C000049,2025-10-03 14:25:55,livrée,mobile_app,1000,109500
O0031622,C000092,2026-03-01 07:37:57,livrée,web,0,556200
O0031623,C002514,2025-05-26 11:35:58,livrée,mobile_app,0,151500
O0031624,C003496,2026-01-14 16:51:48,livrée,mobile_app,1000,9500
O0031625,C000024,2025-04-14 07:07:17,retournée,mobile_app,1000,19800
O0031626,C003118,2026-02-16 06:58:23,livrée,web,1500,578400
O0031627,C000752,2025-04-13 12:54:59,livrée,mobile_app,1500,109500
O0031628,C000678,2025-10-16 09:32:52,annulée,web,2000,21000
O0031629,C001606,2025-11-06 21:27:37,livrée,mobile_app,2000,1115000
O0031630,C000001,2024-12-07 17:28:15,livrée,mobile_app,1500,11500
O0031631,C003021,2025-10-06 18:13:50,livrée,web,2000,458500
O0031632,C001941,2026-02-05 19:56:14,livrée,web,1000,603800
O0031633,C000002,2025-03-15 22:21:17,en_cours,web,1000,121000
O0031634,C000004,2026-03-10 19:43:05,livrée,mobile_app,3000,65900
O0031635,C000188,2025-11-19 12:05:43,livrée,mobile_app,1500,240400
O0031636,C000279,2025-11-07 16:56:26,livrée,mobile_app,2000,11500
O0031637,C003325,2025-12-13 14:27:34,livrée,mobile_app,0,46500
O0031638,C000010,2026-02-05 09:15:00,livrée,mobile_app,1000,14000
O0031639,C000064,2026-02-04 09:29:19,livrée,mobile_app,1000,245100
O0031640,C000173,2025-06-22 17:46:56,livrée,mobile_app,1000,18500
O0031641,C001180,2026-02-13 15:40:26,livrée,mobile_app,1000,67000
O0031642,C000496,2025-10-15 16:45:43,livrée,mobile_app,1000,504000
O0031643,C000001,2025-07-28 22:41:27,livrée,mobile_app,3000,152200
O0031644,C003724,2026-04-19 20:52:59,livrée,mobile_app,2000,69000
O0031645,C000004,2025-08-04 15:20:02,livrée,mobile_app,0,264000
O0031646,C000975,2025-08-03 11:02:59,livrée,mobile_app,1500,179500
O0031647,C000449,2024-10-07 20:17:34,livrée,mobile_app,1500,109500
O0031648,C000016,2026-04-11 20:24:22,livrée,mobile_app,1500,106100
O0031649,C000001,2026-01-29 13:40:41,livrée,mobile_app,3000,590500
O0031650,C000087,2026-04-18 22:03:25,livrée,mobile_app,1000,21000
O0031651,C000138,2026-06-29 13:36:56,livrée,web,1500,22000
O0031652,C000001,2025-02-20 17:49:30,livrée,mobile_app,0,36000
O0031653,C004389,2026-03-16 15:23:45,livrée,mobile_app,1000,213400
O0031654,C000701,2025-12-22 21:40:11,livrée,web,0,184500
O0031655,C003002,2025-06-25 20:48:50,livrée,mobile_app,1500,15000
O0031656,C000223,2026-06-07 06:37:47,livrée,web,1000,43000
O0031657,C004897,2025-03-09 14:10:11,retournée,mobile_app,1500,90500
O0031658,C002645,2024-11-12 11:50:23,annulée,web,1000,517000
O0031659,C001993,2024-12-21 11:22:09,livrée,mobile_app,3000,111000
O0031660,C001917,2025-12-19 10:45:21,livrée,mobile_app,1000,37900
O0031661,C000001,2026-03-05 13:56:08,livrée,mobile_app,0,15000
O0031662,C000025,2025-10-17 21:45:07,en_cours,mobile_app,3000,947000
O0031663,C001988,2025-08-05 15:51:56,annulée,mobile_app,2000,39500
O0031664,C000167,2025-08-16 15:53:33,annulée,mobile_app,1500,174500
O0031665,C000016,2024-09-06 14:11:35,livrée,mobile_app,3000,749500
O0031666,C000230,2026-03-12 22:39:23,annulée,web,1000,140000
O0031667,C000238,2025-06-14 18:32:20,livrée,mobile_app,1500,36300
O0031668,C000001,2024-12-21 08:33:10,livrée,mobile_app,0,957500
O0031669,C000248,2024-07-25 22:06:52,livrée,mobile_app,1500,815000
O0031670,C000582,2025-03-11 13:02:24,livrée,mobile_app,1000,621000
O0031671,C003521,2024-11-15 14:58:56,en_cours,mobile_app,1000,3500
O0031672,C000035,2026-04-08 12:01:34,livrée,mobile_app,1500,16500
O0031673,C004382,2026-05-27 09:18:59,livrée,mobile_app,0,413600
O0031674,C000009,2025-04-28 07:57:48,livrée,mobile_app,1500,1108600
O0031675,C001825,2025-03-19 11:58:30,livrée,web,3000,33000
O0031676,C000730,2026-05-20 21:39:01,livrée,mobile_app,1000,9000
O0031677,C001982,2025-01-30 20:23:42,livrée,web,0,330500
O0031678,C000343,2025-03-31 08:08:57,annulée,web,0,832500
O0031679,C001701,2024-12-12 17:57:44,livrée,mobile_app,1500,93500
O0031680,C000001,2025-05-06 15:41:28,livrée,mobile_app,2000,87000
O0031681,C001598,2024-10-09 07:20:26,livrée,mobile_app,1000,3000
O0031682,C001441,2025-07-09 13:42:03,livrée,mobile_app,0,524000
O0031683,C000023,2026-01-24 22:06:22,en_cours,mobile_app,1500,52500
O0031684,C000688,2025-12-30 09:19:25,retournée,web,1500,379500
O0031685,C000006,2024-07-10 16:15:26,livrée,mobile_app,1500,9500
O0031686,C000854,2026-05-12 20:37:53,livrée,mobile_app,1000,666800
O0031687,C000055,2025-12-09 12:09:36,livrée,web,1500,7500
O0031688,C003822,2024-11-13 14:23:43,livrée,mobile_app,2000,52000
O0031689,C000037,2024-08-15 13:01:01,livrée,mobile_app,1000,111700
O0031690,C000136,2024-08-04 15:29:51,livrée,mobile_app,2000,124000
O0031691,C000042,2024-08-13 22:55:03,livrée,mobile_app,2000,41000
O0031692,C000050,2025-05-06 21:23:41,livrée,mobile_app,3000,635000
O0031693,C000052,2026-03-27 11:00:33,livrée,mobile_app,1500,1647000
O0031694,C004016,2024-12-26 07:44:06,livrée,web,1500,22000
O0031695,C000419,2025-11-22 18:04:10,livrée,mobile_app,1500,289300
O0031696,C000001,2025-03-10 19:55:23,livrée,mobile_app,1000,144500
O0031697,C001523,2025-11-07 11:14:21,livrée,mobile_app,2000,41200
O0031698,C001423,2025-07-22 22:45:36,annulée,mobile_app,1000,1583000
O0031699,C001574,2025-07-24 06:26:34,livrée,web,1500,7100
O0031700,C003617,2026-01-11 06:45:23,livrée,web,1500,46500
O0031701,C003146,2025-08-11 22:35:04,livrée,mobile_app,1500,650500 FCFA
O0031702,C002784,2025-02-23 06:16:39,en_cours,mobile_app,0,1058000
O0031703,C001068,2024-08-01 18:15:57,livrée,web,2000,134100
O0031704,C002906,2026-06-19 10:03:09,livrée,web,2000,423000
O0031705,C000001,2025-09-27 22:56:18,livrée,web,1500,68500
O0031706,C001969,2026-03-18 07:00:39,annulée,web,2000,453100
O0031707,C004272,2024-07-29 22:50:34,livrée,mobile_app,1500,108500
O0031708,C000127,2025-03-19 13:33:09,livrée,mobile_app,1000,128900
O0031709,C003352,2024-07-10 14:57:03,livrée,mobile_app,1500,33500
O0031710,C000002,2026-02-07 22:26:08,livrée,mobile_app,1000,379000
