item_id,order_id,product_id,quantite,prix_unitaire_fcfa
I00067119,O0029823,P00002,1,69500
I00067120,O0029823,P00052,3,388500
I00067121,O0029824,P00144,1,2500
I00067122,O0029824,P00020,1,92000
I00067123,O0029825,P00441,1,4500
I00067124,O0029826,P00001,2,108000
I00067125,O0029826,P00270,1,76500
I00067126,O0029827,P00340,1,587000
I00067127,O0029827,P00003,1,39000
I00067128,O0029827,P00053,1,5500
I00067129,O0029828,P00016,1,473000
I00067130,O0029828,P00526,1,62000
I00067131,O0029828,P00005,1,529000
I00067132,O0029829,P00425,1,9500
I00067133,O0029829,P00013,3,23000
I00067134,O0029830,P00028,2,61500
I00067135,O0029831,P00029,1,900
I00067136,O0029831,P00557,1,46500
I00067137,O0029832,P00007,1,4500
I00067138,O0029832,P00206,1,12000
I00067139,O0029833,P00166,1,241000
I00067140,O0029833,P00009,1,32000
I00067141,O0029834,P00535,1,37000
I00067142,O0029834,P00002,1,69500
I00067143,O0029834,P00064,3,206500
I00067144,O0029835,P00010,1,4500
I00067145,O0029835,P00043,2,21000
I00067146,O0029836,P00006,1,276000
I00067147,O0029836,P00001,1,108000
I00067148,O0029837,P00117,1,21000
I00067149,O0029838,P00428,1,4000
I00067150,O0029839,P00023,2,9500
I00067151,O0029839,P00008,1,3000
I00067152,O0029840,P00546,1,1000
I00067153,O0029841,P00027,1,14000
I00067154,O0029841,P00119,1,15500
I00067155,O0029842,P00003,2,39000
I00067156,O0029842,P00001,1,75700
I00067157,O0029843,P00328,1,113000
I00067158,O0029844,P00192,1,243500
I00067159,O0029844,P00008,2,3000
I00067160,O0029844,P00003,1,39000
I00067161,O0029844,P00004,1,1700
I00067162,O0029844,P00002,1,69500
I00067163,O0029845,P00618,1,17000
I00067164,O0029845,P00008,1,3000
I00067165,O0029845,P00604,1,233500
I00067166,O0029845,P00489,2,2000
I00067167,O0029845,P00002,2,69500
I00067168,O0029845,P00002,1,69500
I00067169,O0029846,P00026,3,21000
I00067170,O0029847,P00230,1,40500
I00067171,O0029847,P00073,1,8400
I00067172,O0029847,P00611,2,118500
I00067173,O0029847,P00040,1,68000
I00067174,O0029847,P00008,1,3000
I00067175,O0029847,P00285,2,27000
I00067176,O0029848,P00398,1,23500
I00067177,O0029848,P00003,2,39000
I00067178,O0029849,P00022,1,5500
I00067179,O0029849,P00045,3,29000
I00067180,O0029850,P00006,2,276000
I00067181,O0029850,P00107,2,3000
I00067182,O0029851,P00116,1,53000
I00067183,O0029851,P00096,2,5000
I00067184,O0029851,P00390,2,5000
I00067185,O0029852,P00101,3,6500
I00067186,O0029852,P00300,1,7500
I00067187,O0029852,P00006,1,276000
I00067188,O0029853,P00040,1,68000
I00067189,O0029853,P00001,2,108000
I00067190,O0029854,P00002,1,69500
I00067191,O0029855,P00047,1,12000
I00067192,O0029855,P00212,1,1500
I00067193,O0029856,P00027,1,14000
I00067194,O0029856,P00138,1,7500
I00067195,O0029856,P00295,2,9000
I00067196,O0029856,P00526,1,62000
I00067197,O0029857,P00339,1,49000
I00067198,O0029857,P00363,1,32000
I00067199,O0029857,P00150,1,360500
I00067200,O0029858,P00004,3,2000
I00067201,O0029859,P00004,1,2000
I00067202,O0029860,P00180,1,586000
I00067203,O0029860,P00364,2,3700
I00067204,O0029860,P00007,2,4500
I00067205,O0029861,P00109,1,2800
I00067206,O0029861,P00348,1,12500
I00067207,O0029862,P00002,1,69500
I00067208,O0029863,P00020,1,92000
I00067209,O0029863,P00298,1,4000
I00067210,O0029863,P00493,1,29000
I00067211,O0029863,P00070,1,500
I00067212,O0029863,P00137,1,9500
I00067213,O0029864,P00047,1,12000
I00067214,O0029864,P00024,1,5000
I00067215,O0029864,P00536,1,36000
I00067216,O0029865,P00009,2,32000
I00067217,O0029865,P00001,1,108000
I00067218,O0029866,P00007,1,4500
I00067219,O0029866,P00023,1,9500
I00067220,O0029866,P00069,1,44500
I00067221,O0029867,P00530,1,4500
I00067222,O0029868,P00050,1,74500
I00067223,O0029868,P00002,1,69500
I00067224,O0029868,P00001,1,108000
I00067225,O0029868,P00055,1,61500
I00067226,O0029869,P00091,1,9400
I00067227,O0029869,P00016,1,473000
I00067228,O0029870,P00029,2,1000
I00067229,O0029870,P00005,1,529000
I00067230,O0029870,P00009,1,32000
I00067231,O0029871,P00212,1,1500
I00067232,O0029872,P00065,1,236500
I00067233,O0029873,P00475,2,17100
I00067234,O0029873,P00030,1,13000
I00067235,O0029874,P00538,2,120500
I00067236,O0029874,P00002,2,69500
I00067237,O0029875,P00114,2,416500
I00067238,O0029876,P00086,1,5500
I00067239,O0029876,P00322,2,16500
I00067240,O0029877,P00050,2,74500
I00067241,O0029878,P00032,2,3500
I00067242,O0029879,P00001,1,108000
I00067243,O0029880,P00004,1,2000
I00067244,O0029880,P00610,3,36000
I00067245,O0029881,P00026,2,21000
I00067246,O0029881,P00080,1,20300
I00067247,O0029881,P00001,1,108000
I00067248,O0029881,P00006,1,276000
I00067249,O0029882,P00293,2,27500
I00067250,O0029883,P00077,1,15000
I00067251,O0029883,P00409,2,5500
I00067252,O0029883,P00284,1,3500
I00067253,O0029883,P00112,1,12500
I00067254,O0029884,P00056,1,54500
I00067255,O0029884,P00027,1,10600
I00067256,O0029885,P00149,2,1500
I00067257,O0029885,P00001,1,108000
I00067258,O0029886,P00036,1,10500
I00067259,O0029887,P00024,1,5000
I00067260,O0029887,P00001,2,81200
I00067261,O0029888,P00029,1,1000
I00067262,O0029889,P00010,1,4500
I00067263,O0029889,P00317,1,58500
I00067264,O0029889,P00004,1,2000
I00067265,O0029890,P00407,1,186500
I00067266,O0029890,P00001,1,108000
I00067267,O0029891,P00004,1,2000
I00067268,O0029891,P00501,1,7000
I00067269,O0029892,P00531,1,34500
I00067270,O0029892,P00219,1,29500
I00067271,O0029892,P00106,1,524000
I00067272,O0029893,P00114,1,416500
I00067273,O0029894,P00207,2,39500
I00067274,O0029895,P00002,1,54500
I00067275,O0029895,P00003,1,39000
I00067276,O0029896,P00146,1,4500
I00067277,O0029897,P00063,1,402900
I00067278,O0029897,P00059,2,18500
I00067279,O0029898,P00268,1,15500
I00067280,O0029898,P00003,1,39000
I00067281,O0029898,P00009,1,32000
I00067282,O0029899,P00017,1,25000
I00067283,O0029899,P00006,1,276000
I00067284,O0029899,P00002,1,69500
I00067285,O0029900,P00254,1,25900
I00067286,O0029901,P00015,1,47500
I00067287,O0029901,P00001,1,108000
I00067288,O0029902,P00498,2,40000
I00067289,O0029903,P00021,1,22500
I00067290,O0029904,P00222,2,120000
I00067291,O0029904,P00082,2,19500
I00067292,O0029905,P00169,1,37500
I00067293,O0029906,P00015,2,59000
I00067294,O0029906,P00023,2,9500
I00067295,O0029906,P00004,2,2000
I00067296,O0029907,P00506,1,8200
I00067297,O0029908,P00571,1,19500
I00067298,O0029908,P00008,1,3000
I00067299,O0029909,P00022,2,5500
I00067300,O0029909,P00011,1,12800
I00067301,O0029910,P00397,1,322500
I00067302,O0029910,P00020,2,92000
I00067303,O0029910,P00003,1,34300
I00067304,O0029910,P00193,1,2000
I00067305,O0029911,P00031,2,479000
I00067306,O0029911,P00002,1,69500
I00067307,O0029912,P00065,2,236500
I00067308,O0029912,P00243,1,7300
I00067309,O0029912,P00013,1,23000
I00067310,O0029913,P00288,1,11000
I00067311,O0029914,P00006,1,276000
I00067312,O0029914,P00029,1,1000
I00067313,O0029914,P00057,1,18500
I00067314,O0029914,P00055,1,61500
I00067315,O0029915,P00051,3,174500
I00067316,O0029916,P00033,1,9500
I00067317,O0029917,P00003,1,39000
I00067318,O0029918,P00056,1,54500
I00067319,O0029918,P00032,1,2600
I00067320,O0029918,P00007,1,4500
I00067321,O0029918,P00025,1,24500
I00067322,O0029919,P00056,1,54500
I00067323,O0029919,P00487,1,26000
I00067324,O0029920,P00005,1,529000
I00067325,O0029921,P00113,2,483000
I00067326,O0029921,P00007,1,4500
I00067327,O0029922,P00419,1,29500
I00067328,O0029923,P00006,2,276000
I00067329,O0029924,P00093,1,1800
I00067330,O0029924,P00025,1,24500
I00067331,O0029925,P00078,2,429000
I00067332,O0029925,P00010,1,4500
I00067333,O0029926,P00208,1,24500
I00067334,O0029926,P00001,1,108000
I00067335,O0029927,P00015,1,59000
I00067336,O0029927,P00142,1,12000
I00067337,O0029927,P00243,2,10000
I00067338,O0029927,P00533,1,1500
I00067339,O0029928,P00029,1,1000
I00067340,O0029928,P00004,1,2000
I00067341,O0029929,P00034,2,3500
I00067342,O0029929,P00340,1,587000
I00067343,O0029929,P00331,1,32500
I00067344,O0029930,P00051,1,174500
I00067345,O0029930,P00001,1,108000
I00067346,O0029930,P00001,2,108000
I00067347,O0029931,P00114,2,416500
I00067348,O0029931,P00570,1,3500
I00067349,O0029931,P00022,1,5500
I00067350,O0029932,P00004,2,2000
I00067351,O0029932,P00195,2,98000
I00067352,O0029932,P00047,1,12000
I00067353,O0029932,P00584,1,38500
I00067354,O0029933,P00416,1,4500
I00067355,O0029934,P00004,2,2000
I00067356,O0029934,P00002,1,69500
I00067357,O0029934,P00371,1,1000
I00067358,O0029934,P00216,1,16100
I00067359,O0029935,P00025,2,24500
I00067360,O0029935,P00003,1,39000
I00067361,O0029935,P00014,1,102400
I00067362,O0029936,P00004,3,2000
I00067363,O0029936,P00238,1,7000
I00067364,O0029936,P00167,1,2000
I00067365,O0029937,P00011,1,15000
I00067366,O0029938,P00002,1,69500
I00067367,O0029938,P00011,1,15000
I00067368,O0029939,P00035,2,288000
I00067369,O0029939,P00027,1,12700
I00067370,O0029940,P00066,2,1000
I00067371,O0029941,P00419,2,27300
I00067372,O0029941,P00300,1,7500
I00067373,O0029942,P00004,1,2000
I00067374,O0029942,P00201,1,78500
I00067375,O0029942,P00002,1,69500
I00067376,O0029942,P00470,1,89000
I00067377,O0029942,P00004,1,2000
I00067378,O0029943,P00069,1,31200
I00067379,O0029943,P00304,1,498000
I00067380,O0029943,P00002,1,69500
I00067381,O0029944,P00076,1,93000
I00067382,O0029944,P00177,3,80500
I00067383,O0029945,P00005,1,529000
I00067384,O0029945,P00566,2,24000
I00067385,O0029946,P00022,1,5500
I00067386,O0029947,P00281,1,3000
I00067387,O0029947,P00026,2,21000
I00067388,O0029948,P00322,1,16500
I00067389,O0029948,P00242,1,5000
I00067390,O0029948,P00068,1,32000
I00067391,O0029948,P00015,1,59000
I00067392,O0029948,P00010,1,4500
I00067393,O0029949,P00063,3,571000
I00067394,O0029950,P00119,1,12000
I00067395,O0029950,P00009,1,23300
I00067396,O0029950,P00556,1,7500
I00067397,O0029950,P00187,1,94000
I00067398,O0029950,P00016,1,473000
I00067399,O0029950,P00078,1,429000
I00067400,O0029951,P00016,2,473000
I00067401,O0029951,P00217,2,66500
I00067402,O0029951,P00524,1,176000
I00067403,O0029951,P00003,1,33200
I00067404,O0029952,P00355,1,3500
I00067405,O0029952,P00004,1,1800
I00067406,O0029952,P00200,1,14000
I00067407,O0029953,P00370,1,8500
I00067408,O0029954,P00014,1,115500
I00067409,O0029954,P00230,1,40500
I00067410,O0029954,P00038,1,31300
I00067411,O0029955,P00399,1,8500
I00067412,O0029955,P00195,1,98000
I00067413,O0029955,P00089,1,10000
I00067414,O0029956,P00007,1,4500
I00067415,O0029957,P00097,3,47500
I00067416,O0029957,P00041,1,6000
I00067417,O0029958,P00013,2,23000
I00067418,O0029959,P00034,1,3500
I00067419,O0029960,P00005,2,529000
I00067420,O0029961,P00033,1,9500
I00067421,O0029961,P00519,1,48000
I00067422,O0029962,P00332,1,14000
I00067423,O0029963,P00028,1,61500
I00067424,O0029964,P00173,1,24500
I00067425,O0029965,P00028,1,61500
I00067426,O0029966,P00014,1,115500
I00067427,O0029966,P00107,2,2500
I00067428,O0029967,P00030,1,9600
I00067429,O0029967,P00211,1,128500
I00067430,O0029967,P00078,1,429000
I00067431,O0029967,P00074,1,21000
I00067432,O0029968,P00045,1,29000
I00067433,O0029968,P00572,1,31500
I00067434,O0029969,P00435,1,20000
I00067435,O0029969,P00033,3,9500
I00067436,O0029969,P00004,1,2000
I00067437,O0029970,P00221,1,338000
I00067438,O0029970,P00050,1,74500
I00067439,O0029970,P00104,2,25000
I00067440,O0029970,P00069,1,44500
I00067441,O0029971,P00073,2,11500
I00067442,O0029971,P00550,1,17000
I00067443,O0029972,P00012,1,35500
I00067444,O0029973,P00069,2,44500
I00067445,O0029973,P00001,2,108000
I00067446,O0029974,P00006,1,199100
I00067447,O0029975,P00106,1,524000
I00067448,O0029976,P00596,1,201000
I00067449,O0029977,P00222,1,120000
I00067450,O0029977,P00002,1,69500
I00067451,O0029978,P00171,3,4000
I00067452,O0029979,P00001,2,108000
I00067453,O0029979,P00418,1,25500
I00067454,O0029979,P00011,2,15000
I00067455,O0029979,P00348,1,12500
I00067456,O0029979,P00009,1,32000
I00067457,O0029979,P00104,2,25000
I00067458,O0029980,P00046,1,6000
I00067459,O0029981,P00132,1,6500
I00067460,O0029981,P00377,2,587500
I00067461,O0029981,P00010,2,4500
I00067462,O0029981,P00225,1,15500
I00067463,O0029982,P00063,1,571000
I00067464,O0029982,P00601,2,132000
I00067465,O0029982,P00008,1,3000
I00067466,O0029983,P00085,1,55500
I00067467,O0029984,P00205,1,20000
I00067468,O0029984,P00024,2,5000
I00067469,O0029984,P00003,1,39000
I00067470,O0029984,P00486,3,21500
I00067471,O0029984,P00164,1,13000
I00067472,O0029984,P00048,3,24000
I00067473,O0029985,P00007,1,4500
I00067474,O0029985,P00003,1,39000
I00067475,O0029986,P00376,1,59000
I00067476,O0029987,P00002,2,69500
I00067477,O0029987,P00354,1,15400
I00067478,O0029987,P00560,2,5000
I00067479,O0029987,P00365,1,38500
I00067480,O0029988,P00601,1,96000
I00067481,O0029988,P00001,1,108000
I00067482,O0029989,P00230,1,32000
I00067483,O0029989,P00099,2,9000
I00067484,O0029989,P00239,1,14500
I00067485,O0029989,P00230,1,40500
I00067486,O0029989,P00494,1,11500
I00067487,O0029990,P00012,1,35500
I00067488,O0029991,P00040,2,68000
I00067489,O0029991,P00004,2,2000
I00067490,O0029992,P00259,1,262500
I00067491,O0029993,P00013,3,23000
I00067492,O0029993,P00466,1,35000
I00067493,O0029993,P00011,1,15000
I00067494,O0029993,P00002,1,69500
I00067495,O0029994,P00173,1,24500
I00067496,O0029994,P00001,1,108000
I00067497,O0029995,P00132,1,6500
I00067498,O0029995,P00008,1,3000
I00067499,O0029995,P00031,2,479000
I00067500,O0029995,P00023,1,9500
I00067501,O0029995,P00382,3,105500
I00067502,O0029995,P00006,1,276000
I00067503,O0029996,P00185,1,15500
I00067504,O0029996,P00006,2,276000
I00067505,O0029996,P00002,1,69500
I00067506,O0029996,P00005,1,529000
I00067507,O0029997,P00203,1,7000
I00067508,O0029998,P00057,1,18500
I00067509,O0029998,P00435,1,20000
I00067510,O0029999,P00036,1,10500
I00067511,O0029999,P00552,1,10000
I00067512,O0029999,P00373,1,4000
I00067513,O0029999,P00106,1,524000
I00067514,O0030000,P00248,2,3500
I00067515,O0030000,P00018,2,12500
I00067516,O0030000,P00010,1,4500
I00067517,O0030000,P00524,1,176000
I00067518,O0030001,P00002,2,69500
I00067519,O0030002,P00001,1,108000
I00067520,O0030003,P00014,1,115500
I00067521,O0030003,P00068,1,32000
I00067522,O0030003,P00623,1,156500
I00067523,O0030003,P00002,1,69500
I00067524,O0030003,P00361,1,1700
I00067525,O0030004,P00049,1,19000
I00067526,O0030005,P00341,1,9500
I00067527,O0030006,P00005,2,529000
I00067528,O0030006,P00019,1,49500
I00067529,O0030006,P00452,1,12000
I00067530,O0030007,P00078,1,429000
I00067531,O0030007,P00020,1,92000
I00067532,O0030007,P00507,2,4500
I00067533,O0030007,P00001,2,108000
I00067534,O0030008,P00154,1,145500
I00067535,O0030008,P00012,1,35500
I00067536,O0030008,P00082,1,19500
I00067537,O0030009,P00159,1,2000
I00067538,O0030009,P00131,1,3000
I00067539,O0030009,P00001,2,108000
I00067540,O0030009,P00004,1,1700
I00067541,O0030009,P00004,2,2000
I00067542,O0030010,P00001,2,108000
I00067543,O0030011,P00029,1,1000
I00067544,O0030011,P00045,1,25300
I00067545,O0030012,P00033,1,9500
I00067546,O0030012,P00511,1,13500
I00067547,O0030012,P00004,1,2000
I00067548,O0030013,P00002,1,69500
I00067549,O0030014,P00081,1,9500
I00067550,O0030014,P00010,1,4500
I00067551,O0030014,P00442,1,24500
I00067552,O0030014,P00235,1,14500
I00067553,O0030015,P00005,1,529000
I00067554,O0030016,P00024,1,5000
I00067555,O0030016,P00007,1,4500
I00067556,O0030016,P00119,3,13000
I00067557,O0030017,P00002,1,69500
I00067558,O0030017,P00469,1,813500
I00067559,O0030018,P00005,2,529000
I00067560,O0030018,P00009,1,32000
I00067561,O0030019,P00142,3,12000
I00067562,O0030019,P00042,1,414000
I00067563,O0030019,P00028,2,61500
I00067564,O0030019,P00611,1,118500
I00067565,O0030020,P00224,1,17000
I00067566,O0030020,P00383,1,698000
I00067567,O0030021,P00081,1,9500
I00067568,O0030021,P00030,2,13000
I00067569,O0030021,P00057,2,18500
I00067570,O0030021,P00070,1,500
I00067571,O0030021,P00048,2,24000
I00067572,O0030021,P00078,2,429000
I00067573,O0030022,P00130,2,15700
I00067574,O0030023,P00010,2,3300
I00067575,O0030023,P00535,1,29600
I00067576,O0030024,P00221,1,281400
I00067577,O0030024,P00482,1,152000
I00067578,O0030024,P00479,1,37000
I00067579,O0030025,P00004,1,2000
I00067580,O0030025,P00104,2,25000
I00067581,O0030025,P00148,1,169500
I00067582,O0030026,P00009,2,32000
I00067583,O0030026,P00255,1,308000
I00067584,O0030027,P00306,1,13000
I00067585,O0030028,P00051,1,174500
I00067586,O0030029,P00096,1,5000
I00067587,O0030029,P00003,1,39000
I00067588,O0030030,P00585,1,4000
I00067589,O0030030,P00177,3,80500
I00067590,O0030030,P00018,1,12500
I00067591,O0030031,P00038,3,34500
I00067592,O0030032,P00307,1,43500
I00067593,O0030033,P00051,2,174500
I00067594,O0030033,P00181,2,41500
I00067595,O0030034,P00045,1,29000
I00067596,O0030034,P00020,2,92000
I00067597,O0030035,P00300,1,7500
I00067598,O0030036,P00007,1,4500
I00067599,O0030036,P00113,1,483000
I00067600,O0030036,P00002,1,69500
I00067601,O0030037,P00065,1,236500
I00067602,O0030037,P00286,1,3500
I00067603,O0030037,P00008,1,3000
I00067604,O0030037,P00008,2,3000
I00067605,O0030037,P00011,2,15000
I00067606,O0030037,P00016,1,473000
I00067607,O0030038,P00001,1,108000
I00067608,O0030039,P00222,3,91500
I00067609,O0030039,P00617,1,66500
I00067610,O0030039,P00022,1,5500
I00067611,O0030039,P00005,1,529000
I00067612,O0030039,P00050,1,74500
I00067613,O0030040,P00001,1,108000
I00067614,O0030040,P00080,1,28500
I00067615,O0030040,P00011,2,15000
I00067616,O0030040,P00052,1,388500
I00067617,O0030041,P00063,1,571000
I00067618,O0030041,P00033,1,9500
I00067619,O0030041,P00005,1,529000
I00067620,O0030042,P00002,2,69500
I00067621,O0030043,P00516,1,32000
I00067622,O0030043,P00072,2,3000
I00067623,O0030044,P00393,1,50300
I00067624,O0030044,P00113,2,483000
I00067625,O0030044,P00088,1,24500
I00067626,O0030045,P00612,1,14000
I00067627,O0030045,P00115,1,4000
I00067628,O0030045,P00004,1,2000
I00067629,O0030046,P00216,1,18000
I00067630,O0030047,P00008,1,3000
I00067631,O0030048,P00002,1,69500
I00067632,O0030048,P00165,1,1500
I00067633,O0030048,P00233,1,72000
I00067634,O0030049,P00010,1,4500
I00067635,O0030049,P00318,2,19000
I00067636,O0030050,P00432,2,35500
I00067637,O0030051,P00267,1,6500
I00067638,O0030051,P00024,1,5000
I00067639,O0030052,P00273,3,33400
I00067640,O0030052,P00187,1,81400
I00067641,O0030052,P00004,1,2000
I00067642,O0030053,P00149,1,1500
I00067643,O0030054,P00004,1,2000
I00067644,O0030055,P00107,1,3000
I00067645,O0030055,P00271,1,190500
I00067646,O0030056,P00004,1,2000
I00067647,O0030057,P00413,1,5000
I00067648,O0030057,P00171,1,2900
I00067649,O0030058,P00074,1,21000
I00067650,O0030058,P00010,1,4500
I00067651,O0030058,P00001,1,108000
I00067652,O0030059,P00306,1,13000
I00067653,O0030060,P00013,2,23000
I00067654,O0030060,P00069,1,44500
I00067655,O0030061,P00348,1,12500
I00067656,O0030062,P00003,1,39000
I00067657,O0030062,P00011,1,15000
I00067658,O0030063,P00347,2,15000
I00067659,O0030064,P00001,2,108000
I00067660,O0030064,P00589,2,8000
I00067661,O0030064,P00006,1,276000
I00067662,O0030064,P00099,1,9000
I00067663,O0030065,P00003,2,39000
I00067664,O0030065,P00121,1,129100
I00067665,O0030065,P00012,1,35500
I00067666,O0030065,P00225,1,15500
I00067667,O0030065,P00181,1,41500
I00067668,O0030065,P00008,1,3000
I00067669,O0030066,P00014,1,115500
I00067670,O0030066,P00057,2,18500
I00067671,O0030066,P00121,1,146500
I00067672,O0030067,P00032,3,3500
I00067673,O0030067,P00003,1,39000
I00067674,O0030068,P00428,1,4000
I00067675,O0030069,P00020,2,92000
I00067676,O0030069,P00297,1,163000
I00067677,O0030070,P00166,1,241000
I00067678,O0030070,P00139,1,8600
I00067679,O0030070,P00018,1,12500
I00067680,O0030071,P00368,1,9500
I00067681,O0030072,P00004,1,2000
I00067682,O0030072,P00200,1,14000
I00067683,O0030073,P00454,2,2000
I00067684,O0030074,P00002,1,55200
I00067685,O0030074,P00023,1,9500
I00067686,O0030074,P00001,2,108000
I00067687,O0030075,P00239,1,14500
I00067688,O0030076,P00001,1,108000
I00067689,O0030076,P00061,1,30000
I00067690,O0030076,P00040,2,68000
I00067691,O0030077,P00006,1,276000
I00067692,O0030077,P00154,1,145500
I00067693,O0030078,P00024,1,5000
I00067694,O0030079,P00005,2,529000
I00067695,O0030079,P00001,3,108000
I00067696,O0030079,P00190,1,15000
I00067697,O0030080,P00034,1,3500
I00067698,O0030080,P00305,1,67500
I00067699,O0030080,P00050,2,74500
I00067700,O0030081,P00144,1,2500
I00067701,O0030082,P00033,2,9500
I00067702,O0030082,P00052,1,388500
I00067703,O0030083,P00037,1,51000
I00067704,O0030083,P00122,1,11500
I00067705,O0030084,P00002,1,69500
I00067706,O0030085,P00005,1,529000
I00067707,O0030086,P00289,1,330500
I00067708,O0030086,P00202,1,60000
I00067709,O0030086,P00035,1,288000
I00067710,O0030086,P00117,1,18800
I00067711,O0030087,P00079,1,371000
I00067712,O0030087,P00223,2,62000
I00067713,O0030088,P00001,1,108000
I00067714,O0030088,P00012,2,35500
I00067715,O0030088,P00187,1,69900
I00067716,O0030089,P00024,1,5000
I00067717,O0030089,P00265,1,343000
I00067718,O0030090,P00086,1,5500
I00067719,O0030091,P00260,1,4500
I00067720,O0030092,P00190,1,15000
I00067721,O0030092,P00005,1,529000
I00067722,O0030092,P00005,1,529000
I00067723,O0030092,P00573,1,3000
I00067724,O0030093,P00266,2,95500
I00067725,O0030093,P00001,2,108000
I00067726,O0030093,P00133,2,2500
I00067727,O0030094,P00002,1,69500
I00067728,O0030094,P00001,1,108000
I00067729,O0030094,P00085,1,55500
I00067730,O0030094,P00028,1,61500
I00067731,O0030095,P00041,1,6000
I00067732,O0030096,P00381,1,6000
I00067733,O0030096,P00050,3,74500
I00067734,O0030096,P00029,1,1000
I00067735,O0030097,P00036,2,10500
I00067736,O0030098,P00029,2,1000
I00067737,O0030099,P00051,1,174500
I00067738,O0030100,P00001,3,108000
I00067739,O0030100,P00579,1,5000
I00067740,O0030101,P00041,1,6000
I00067741,O0030102,P00130,3,18000
I00067742,O0030102,P00095,2,500
I00067743,O0030103,P00086,1,5500
I00067744,O0030103,P00116,1,53000
I00067745,O0030104,P00002,2,60600
I00067746,O0030104,P00557,1,46500
I00067747,O0030104,P00002,1,69500
I00067748,O0030104,P00262,1,3500
I00067749,O0030105,P00039,1,116000
I00067750,O0030105,P00407,1,186500
I00067751,O0030105,P00001,1,108000
I00067752,O0030106,P00071,1,29700
I00067753,O0030106,P00001,2,108000
I00067754,O0030106,P00051,1,174500
I00067755,O0030107,P00539,1,17500
I00067756,O0030107,P00535,1,37000
I00067757,O0030108,P00565,1,231500
I00067758,O0030109,P00010,1,4500
I00067759,O0030109,P00589,1,6700
I00067760,O0030109,P00002,1,69500
I00067761,O0030110,P00058,2,4000
I00067762,O0030110,P00075,1,10500
I00067763,O0030111,P00051,1,174500
I00067764,O0030111,P00027,2,14000
I00067765,O0030111,P00362,2,296500
I00067766,O0030112,P00051,2,174500
I00067767,O0030112,P00097,2,47500
I00067768,O0030112,P00038,1,34500
I00067769,O0030113,P00148,2,169500
I00067770,O0030113,P00119,1,15500
I00067771,O0030113,P00291,1,8500
I00067772,O0030113,P00253,1,11500
I00067773,O0030114,P00274,1,61500
I00067774,O0030114,P00017,1,25000
I00067775,O0030114,P00003,2,39000
I00067776,O0030114,P00171,2,4000
I00067777,O0030115,P00011,1,15000
I00067778,O0030115,P00005,1,529000
I00067779,O0030115,P00588,1,45500
I00067780,O0030116,P00141,1,55900
I00067781,O0030116,P00547,1,4000
I00067782,O0030117,P00069,1,44500
I00067783,O0030117,P00002,1,69500
I00067784,O0030117,P00001,1,108000
I00067785,O0030118,P00007,1,4500
I00067786,O0030119,P00013,3,23000
I00067787,O0030120,P00476,1,85500
I00067788,O0030120,P00113,1,483000
I00067789,O0030120,P00565,1,214800
I00067790,O0030121,P00505,1,3500
I00067791,O0030121,P00355,1,3500
I00067792,O0030122,P00166,2,241000
I00067793,O0030122,P00062,1,15000
I00067794,O0030123,P00326,1,110000
I00067795,O0030124,P00194,1,38500
I00067796,O0030124,P00024,1,5000
I00067797,O0030124,P00001,3,108000
I00067798,O0030124,P00177,1,80500
I00067799,O0030124,P00145,1,39000
I00067800,O0030125,P00087,1,39000
I00067801,O0030126,P00629,2,3500
I00067802,O0030126,P00002,1,69500
I00067803,O0030126,P00008,1,3000
I00067804,O0030127,P00553,1,4000
I00067805,O0030127,P00001,2,108000
I00067806,O0030128,P00004,1,2000
I00067807,O0030128,P00423,1,23500
I00067808,O0030129,P00003,3,39000
I00067809,O0030130,P00078,1,429000
I00067810,O0030131,P00002,1,69500
I00067811,O0030131,P00040,2,68000
I00067812,O0030132,P00017,1,25000
I00067813,O0030132,P00156,1,2500
I00067814,O0030132,P00010,1,3800
I00067815,O0030132,P00044,1,32500
I00067816,O0030132,P00126,1,15500
I00067817,O0030132,P00200,1,14000
I00067818,O0030133,P00001,1,108000
I00067819,O0030133,P00028,1,61500
I00067820,O0030133,P00002,1,69500
I00067821,O0030133,P00002,1,69500
I00067822,O0030134,P00157,1,23100
I00067823,O0030134,P00002,1,69500
I00067824,O0030134,P00017,1,25000
I00067825,O0030134,P00091,1,12100
I00067826,O0030134,P00425,1,9500
I00067827,O0030134,P00008,3,3000
I00067828,O0030135,P00133,1,2500
I00067829,O0030135,P00258,2,6500
I00067830,O0030135,P00001,2,108000
I00067831,O0030136,P00048,1,18000
I00067832,O0030137,P00501,3,7000
I00067833,O0030137,P00013,1,23000
I00067834,O0030138,P00001,2,108000
I00067835,O0030138,P00133,2,2500
I00067836,O0030138,P00071,2,38500
I00067837,O0030138,P00005,2,529000
I00067838,O0030139,P00109,1,3500
I00067839,O0030139,P00001,1,108000
I00067840,O0030140,P00008,1,3000
I00067841,O0030140,P00206,2,12000
I00067842,O0030141,P00214,1,69500
I00067843,O0030141,P00001,1,108000
I00067844,O0030141,P00020,3,92000
I00067845,O0030141,P00114,2,416500
I00067846,O0030141,P00312,1,26500
I00067847,O0030141,P00515,1,500
I00067848,O0030142,P00003,2,35800
I00067849,O0030143,P00404,1,81000
I00067850,O0030143,P00032,2,3500
I00067851,O0030144,P00258,2,6500
I00067852,O0030144,P00110,1,11900
I00067853,O0030145,P00035,2,288000
